episode_reward_max,episode_reward_min,episode_reward_mean,episode_len_mean,episodes_this_iter,num_faulty_episodes,num_healthy_workers,num_in_flight_async_reqs,num_remote_worker_restarts,num_agent_steps_sampled,num_agent_steps_trained,num_env_steps_sampled,num_env_steps_trained,num_env_steps_sampled_this_iter,num_env_steps_trained_this_iter,timesteps_total,num_steps_trained_this_iter,agent_timesteps_total,done,episodes_total,training_iteration,trial_id,experiment_id,date,timestamp,time_this_iter_s,time_total_s,pid,hostname,node_ip,time_since_restore,timesteps_since_restore,iterations_since_restore,warmup_time,success,crash,out,max_step,length,rc,cost,raw_episode_reward_mean,info/num_env_steps_sampled,info/num_env_steps_trained,info/num_agent_steps_sampled,info/num_agent_steps_trained,sampler_results/episode_reward_max,sampler_results/episode_reward_min,sampler_results/episode_reward_mean,sampler_results/episode_len_mean,sampler_results/episodes_this_iter,sampler_results/num_faulty_episodes,hist_stats/episode_reward,hist_stats/episode_lengths,timers/training_iteration_time_ms,timers/load_time_ms,timers/load_throughput,timers/learn_time_ms,timers/learn_throughput,counters/num_env_steps_sampled,counters/num_env_steps_trained,counters/num_agent_steps_sampled,counters/num_agent_steps_trained,perf/cpu_util_percent,perf/ram_util_percent,sampler_results/hist_stats/episode_reward,sampler_results/hist_stats/episode_lengths,info/learner/default/num_agent_steps_trained,info/learner/default/num_grad_updates_lifetime,info/learner/default/diff_num_grad_updates_vs_sampler_policy,info/learner/default/learner_stats/allreduce_latency,info/learner/default/learner_stats/grad_gnorm,info/learner/default/learner_stats/cur_kl_coeff,info/learner/default/learner_stats/cur_lr,info/learner/default/learner_stats/total_loss,info/learner/default/learner_stats/policy_loss,info/learner/default/learner_stats/vf_loss,info/learner/default/learner_stats/vf_explained_var,info/learner/default/learner_stats/kl,info/learner/default/learner_stats/entropy,info/learner/default/learner_stats/entropy_coeff,info/learner/default/custom_metrics/meta_update/raw_lcf_adv_mean_value,info/learner/default/custom_metrics/meta_update/raw_lcf_adv_std_value,info/learner/default/custom_metrics/meta_update/new_policy_ego_loss,info/learner/default/custom_metrics/meta_update/old_policy_logp_loss,info/learner/default/custom_metrics/meta_update/lcf_lcf_adv_loss,info/learner/default/custom_metrics/meta_update/lcf_final_loss,info/learner/default/custom_metrics/meta_update/grad_value,info/learner/default/custom_metrics/meta_update/lcf_deg,info/learner/default/custom_metrics/meta_update/lcf_param,info/learner/default/custom_metrics/meta_update/coordinated_adv,info/learner/default/custom_metrics/meta_update/global_adv,info/learner/default/custom_metrics/meta_update/lcf_std_deg,info/learner/default/custom_metrics/meta_update/lcf_std_param,info/learner/default/custom_metrics/meta_update/lcf,info/learner/default/custom_metrics/meta_update/lcf_std
nan,nan,nan,nan,0,0,0,0,0,3000,3000,100,100,100,100,100,100,3000,False,0,1,9444c_00000,0c44f5e1ddc24a989f0fbe3538c45afe,2026-04-30_04-34-46,1777548886,3.624702215194702,3.624702215194702,85597,guri-AMD-Ryzen-7-9800X3D-8-Core-Processor,10.0.0.222,3.624702215194702,0,1,0.36347079277038574,nan,nan,nan,nan,nan,nan,nan,nan,100,100,3000,3000,nan,nan,nan,nan,0,0,[],[],3624.575,0.254,394201.504,1057.628,94.551,100,100,3000,3000,30.73333333333333,26.083333333333332,[],[],30.0,250.5,249.5,0.0,1.838756668150425,0.2,0.0003,-0.007224649468436838,-0.022846595330163838,0.007616830836661393,0.0,0.014533320135436952,2.835115794181824,0.0,0.090327494,0.08308355,0.003020338521244412,-2.8552286877632143,0.017260827227726303,-0.02846895302541382,-0.1357734707314521,0.11505552037756858,0.0012783972326251272,0.09176158460790021,2.1547311916947365e-08,9.003054252192376,-2.3022460609798765,0.0036628506362028075,0.09987175172033007
nan,nan,nan,nan,0,0,0,0,0,5948,5948,200,200,100,100,200,100,5948,False,0,2,9444c_00000,0c44f5e1ddc24a989f0fbe3538c45afe,2026-04-30_04-34-49,1777548889,3.497342824935913,7.122045040130615,85597,guri-AMD-Ryzen-7-9800X3D-8-Core-Processor,10.0.0.222,7.122045040130615,0,2,0.36347079277038574,nan,nan,nan,nan,nan,nan,nan,nan,200,200,5948,5948,nan,nan,nan,nan,0,0,[],[],3560.899,1.475,67797.689,1057.984,94.519,200,200,5948,5948,34.56,26.419999999999998,[],[],30.0,745.5,244.5,0.0,3.9100960752903657,0.2,0.0003,1.048477531353734,-0.014715814512051947,0.9370578604731329,0.0,0.01535888975189924,2.815188498886264,0.0,0.017381785,0.97269887,0.004843542568980613,-2.790417188586611,0.006022176097944992,0.0014560184499975261,0.03136160427920821,0.40683854383013596,0.004520459186633155,0.023239549306743497,0.0021800129760216657,8.987114542937732,-2.3040178645925087,0.004792504674386871,0.09984736320946805
nan,nan,nan,nan,0,0,0,0,0,8994,8994,300,300,100,100,300,100,8994,False,0,3,9444c_00000,0c44f5e1ddc24a989f0fbe3538c45afe,2026-04-30_04-34-53,1777548893,3.5544228553771973,10.676467895507812,85597,guri-AMD-Ryzen-7-9800X3D-8-Core-Processor,10.0.0.222,10.676467895507812,0,3,0.36347079277038574,nan,nan,nan,nan,nan,nan,nan,nan,300,300,8994,8994,nan,nan,nan,nan,0,0,[],[],3558.7,1.813,55149.509,1075.901,92.945,300,300,8994,8994,36.54,26.32,[],[],30.0,1243.0,252.0,0.0,20.649702922886863,0.20000000000000004,0.0003,3.7660544569931447,-0.04055945309672025,3.6352332301133563,0.0,0.019223395170353465,2.7075247363288804,0.0,-0.600643,2.2407603,-0.013825007208038633,-2.7142736664005356,-0.0013776302517686779,-0.019617319246182038,-0.2868098697049872,0.4408565517083458,0.0048984453144198,-0.6037299183576418,0.0005639933866868708,8.98958138463571,-2.3037434126778327,0.004965379479828056,0.09993018192043332
nan,nan,nan,nan,0,0,0,0,0,11956,11956,400,400,100,100,400,100,11956,False,0,4,9444c_00000,0c44f5e1ddc24a989f0fbe3538c45afe,2026-04-30_04-34-56,1777548896,3.279350996017456,13.955818891525269,85597,guri-AMD-Ryzen-7-9800X3D-8-Core-Processor,10.0.0.222,13.955818891525269,0,4,0.36347079277038574,nan,nan,nan,nan,nan,nan,nan,nan,400,400,11956,11956,nan,nan,nan,nan,0,0,[],[],3488.831,2.131,46929.276,1090.832,91.673,400,400,11956,11956,33.675,26.25,[],[],30.0,1740.5,244.5,0.0,26.818570243068695,0.2,0.0003,3.1052835763997533,-0.048269655678554305,2.9857705931587866,0.0,0.02875178561029761,2.680043562577695,0.0,-0.5966895,1.9669867,-0.046237252884446835,-2.6767080133611505,0.00368829149504659,-0.012179179947820503,-1.4052265048619699,0.6619840623286591,0.007355528013453304,-0.5894347021114961,0.00044034665392834056,9.05502542594836,-2.2964979235420584,0.009948848506123412,0.1012745645881381
nan,nan,nan,nan,0,0,0,0,0,14974,14974,500,500,100,100,500,100,14974,False,0,5,9444c_00000,0c44f5e1ddc24a989f0fbe3538c45afe,2026-04-30_04-34-59,1777548899,3.1839568614959717,17.13977575302124,85597,guri-AMD-Ryzen-7-9800X3D-8-Core-Processor,10.0.0.222,17.13977575302124,0,5,0.36347079277038574,nan,nan,nan,nan,nan,nan,nan,nan,500,500,14974,14974,nan,nan,nan,nan,0,0,[],[],3427.83,2.168,46127.749,1090.657,91.688,500,500,14974,14974,39.779999999999994,26.2,[],[],30.0,2235.5,249.5,0.0,36.596568158769685,0.29999999999999993,0.0003,4.6218934095068835,-0.040695372881309595,4.201204338248819,0.0,0.029114584722265135,2.6210491352081298,0.0,-0.8147006,2.389133,-0.02037461251078063,-2.625108973342593,-0.0012392676329575046,-0.05865451894972595,-1.031049837013891,0.9858928712771914,0.010954807349220406,-0.817661378653755,0.0001287584680422958,9.16992493001656,-2.2838866258975083,0.011821612528996163,0.10243929702411206
nan,nan,nan,nan,0,0,0,0,0,17937,17937,600,600,100,100,600,100,17937,False,0,6,9444c_00000,0c44f5e1ddc24a989f0fbe3538c45afe,2026-04-30_04-35-02,1777548902,2.7785439491271973,19.918319702148438,85597,guri-AMD-Ryzen-7-9800X3D-8-Core-Processor,10.0.0.222,19.918319702148438,0,6,0.36347079277038574,nan,nan,nan,nan,nan,nan,nan,nan,600,600,17937,17937,nan,nan,nan,nan,0,0,[],[],3319.594,2.189,45682.951,1084.72,92.19,600,600,17937,17937,41.675,26.1,[],[],30.0,2730.5,244.5,0.0,47.28005766865427,0.4500000000000001,0.0003,5.857966181609247,-0.029365440683762487,5.142340255673139,0.0,0.024587705579933197,2.5397194229826634,0.0,-1.4656819,2.6326926,-0.02782704200492137,-2.555614535013835,-0.007282945471226453,-0.06007969807939476,-0.2807374013879459,1.0486811119536028,0.0116525403302215,-1.484855666984371,0.0001088014518668066,9.236511298955977,-2.276645975265407,0.011379104070615959,0.10279945285239654
nan,nan,nan,nan,0,0,0,0,0,21140,21140,700,700,100,100,700,100,21140,False,0,7,9444c_00000,0c44f5e1ddc24a989f0fbe3538c45afe,2026-04-30_04-35-05,1777548905,2.967116355895996,22.885436058044434,85597,guri-AMD-Ryzen-7-9800X3D-8-Core-Processor,10.0.0.222,22.885436058044434,0,7,0.36347079277038574,nan,nan,nan,nan,nan,nan,nan,nan,700,700,21140,21140,nan,nan,nan,nan,0,0,[],[],3269.22,2.078,48128.99,1098.499,91.033,700,700,21140,21140,44.9,26.174999999999997,[],[],30.0,3240.5,264.5,0.0,36.8184336863295,0.675,0.0003,3.9032698068100045,-0.03701031675347004,2.9343337777510006,0.0,0.020908205467276276,2.6048103624919676,0.0,-0.8920738,2.0045347,-0.025984752444750587,-2.6305843326532954,-0.0032591150269670258,-0.042252800897580906,-0.23876176960505197,0.9498328462531922,0.010554092466204682,-0.8986068193330643,0.000240611756725289,9.26855301432308,-2.273182690295174,0.010913599639731403,0.10300308150042942
nan,nan,nan,nan,0,0,0,0,0,24692,24692,800,800,100,100,800,100,24692,False,0,8,9444c_00000,0c44f5e1ddc24a989f0fbe3538c45afe,2026-04-30_04-35-08,1777548908,3.073906421661377,25.95934247970581,85597,guri-AMD-Ryzen-7-9800X3D-8-Core-Processor,10.0.0.222,25.95934247970581,0,8,0.36347079277038574,nan,nan,nan,nan,nan,nan,nan,nan,800,800,24692,24692,nan,nan,nan,nan,0,0,[],[],3244.79,2.005,49873.559,1118.654,89.393,800,800,24692,24692,44.56,26.7,[],[],30.0,3800.5,294.5,0.0,23.315224246455667,1.0125,0.0003,1.4459743714370465,-0.04880244208261039,1.0889204265865482,0.0,0.01777318839202793,2.596562394449266,0.0,-0.16250531,1.2733412,-0.03919446014180966,-2.6104953064638026,0.0009039475370600477,-0.035762462744757514,-0.9057015212049254,0.7697039976936494,0.008552498952298895,-0.16135428013158334,-0.0003417123706770196,9.292517357934308,-2.270600811005669,0.005042260682419651,0.10345192246708147
nan,nan,nan,nan,0,0,0,0,0,28427,28427,900,900,100,100,900,100,28427,False,0,9,9444c_00000,0c44f5e1ddc24a989f0fbe3538c45afe,2026-04-30_04-35-11,1777548911,3.312873125076294,29.272215604782104,85597,guri-AMD-Ryzen-7-9800X3D-8-Core-Processor,10.0.0.222,29.272215604782104,0,9,0.36347079277038574,nan,nan,nan,nan,nan,nan,nan,nan,900,900,28427,28427,nan,nan,nan,nan,0,0,[],[],3252.341,1.94,51539.036,1142.969,87.491,900,900,28427,28427,42.175,26.349999999999998,[],[],30.0,4405.5,309.5,0.0,21.701520170424256,1.0125,0.0003,1.3001600911705604,-0.03177542993226164,0.9588252899236978,0.0,0.016083069813377676,2.611355172434161,0.0,-0.040938683,0.9863438,-0.0292106533639133,-2.599143723678589,-0.004234107430549123,-0.06863867124165324,-0.40376622980833055,0.9895251715658102,0.010995244071492154,-0.04511496847115709,0.0005650048345327378,9.285139424312824,-2.2713953576939834,0.014674566225175073,0.10293652246422877
nan,nan,nan,nan,0,0,0,0,0,32443,32443,1000,1000,100,100,1000,100,32443,False,0,10,9444c_00000,0c44f5e1ddc24a989f0fbe3538c45afe,2026-04-30_04-35-15,1777548915,3.5094947814941406,32.781710386276245,85597,guri-AMD-Ryzen-7-9800X3D-8-Core-Processor,10.0.0.222,32.781710386276245,0,10,0.36347079277038574,nan,nan,nan,nan,nan,nan,nan,nan,1000,1000,32443,32443,nan,nan,nan,nan,0,0,[],[],3278.043,1.89,52907.614,1180.502,84.71,1000,1000,32443,32443,42.28,26.28,[],[],30.0,5048.0,332.0,0.0,27.00095004574014,1.0125,0.0003,2.3183949465632328,-0.024938518380312094,1.3228892980241462,0.0,0.014925147344785413,2.613941837253427,0.0,-0.10853543,1.1722448,-0.0107814406245956,-2.6237370355805356,-0.008339038704727346,-0.022088321303978017,0.020211516724727395,1.9572596985416315,0.02175112181093609,-0.11831082597744629,3.0035276706339167e-05,9.206748465896698,-2.2798755194680984,0.02779664038693663,0.10209366135697028
